"id","dob","sex"
"44336","20021002","M"
"44337","20021002","M"
"44338","20020930","M"
"44339","20020928","M"
"44340","20020925","M"
"44341","20020926","W"
"44342","20020925","M"
"44343","20020925","W"
"44344","20020928","W"
"44345","20020927","W"
"44346","20020929","W"
"44347","20020929","W"
"44348","20020926","W"
"44349","20020920","W"
"44350","20021002","M"
"44351","20021003","W"
"44352","20020925","M"
"44353","20020927","M"
"44354","20020921","W"
"44355","20020922","W"
"44356","20020928","W"
"44357","20020928","M"
"44358","20020925","W"
"44359","20020929","W"
"44360","20020921","W"
"44361","20020928","M"
"44362","20020928","M"
"44363","20020929","W"
"44364","20021001","M"
"44365","20020923","M"
"44366","20021003","W"
"44367","20020926","W"
"44368","20020929","W"
"44369","20021003","M"
"44370","20020923","W"
"44371","20020922","W"
"44372","20020928","W"
"44373","20020926","M"
"44374","20021001","W"
"44375","20020928","W"
"44376","20020928","W"
"44377","20020924","W"
"44378","20020926","M"
"44379","20020929","M"
"44380","20020929","W"
"44381","20021001","M"
"44382","20021005","W"
"44383","20020924","W"
"44384","20021006","M"
"44385","20021003","W"
"44386","20020930","M"
"44387","20021003","M"
"44388","20021005","W"
"44389","20020930","W"
"44390","20020927","W"
"44391","20020930","W"
"44392","20021001","M"
"44393","20021002","M"
"44394","20020926","W"
"44395","20020930","W"
"44396","20021002","M"
"44397","20020927","W"
"44398","20020925","W"
"44399","20021004","W"
"44400","20021001","M"
"44401","20020929","W"
"44402","20021001","M"
"44403","20020928","M"
"44404","20020926","M"
"44405","20020926","M"
"44406","20021005","W"
"44407","20020929","W"
"44408","20020925","W"
"44409","20020928","W"
"44410","20021001","W"
"44411","20021001","M"
"44412","20020927","W"
"44413","20021007","M"
"44414","20020929","M"
"44415","20020929","W"
"44416","20021001","M"
"44417","20021003","W"
"44418","20021002","M"
"44419","20021005","W"
"44420","20020928","M"
"44421","20021001","M"
"44422","20020930","W"
"44423","20021005","M"
"44424","20021004","M"
"44425","20020929","W"
"44426","20021006","W"
"44427","20020929","M"
"44428","20020927","W"
"44429","20021003","W"
"44430","20020926","W"
"44431","20021007","M"
"44432","20021001","M"
"44433","20021005","M"
"44434","20021004","W"
"44435","20020929","W"
"44436","20021005","M"
"44437","20020929","M"
"44438","20021008","M"
"44439","20020929","W"
"44440","20021009","W"
"44441","20021010","W"
"44442","20020930","W"
"44443","20021001","W"
"44444","20021001","M"
"44445","20021001","W"
"44446","20021009","W"
"44447","20021005","W"
"44448","20020929","W"
"44449","20021003","M"
"44450","20021010","W"
"44451","20020928","M"
"44452","20021006","M"
"44453","20021007","W"
"44454","20020928","M"
"44455","20021009","W"
"44456","20021004","W"
"44457","20021008","M"
"44458","20021004","W"
"44459","20021009","W"
"44460","20021008","M"
"44461","20020929","W"
"44462","20021006","W"
"44463","20021008","M"
"44464","20020930","M"
"44465","20021011","W"
"44466","20021006","M"
"44467","20021007","W"
"44468","20021006","W"
"44469","20021006","W"
"44470","20021012","W"
"44471","20021011","W"
"44472","20021006","M"
"44473","20021003","M"
"44474","20021007","W"
"44475","20021002","M"
"44476","20021010","M"
"44477","20021007","M"
"44478","20021006","M"
"44479","20020930","M"
"44480","20021012","W"
"44481","20021006","M"
"44482","20021006","M"
"44483","20021011","M"
"44484","20020930","W"
"44485","20021012","W"
"44486","20021006","W"
"44487","20021012","M"
"44488","20021006","M"
"44489","20021012","W"
"44490","20021003","W"
"44491","20021009","M"
"44492","20021003","W"
"44493","20021006","W"
"44494","20021011","W"
"44495","20021009","M"
"44496","20021007","M"
"44497","20021009","M"
"44498","20021011","M"
"44499","20021002","W"
"44500","20021013","W"
"44501","20021009","W"
"44502","20021010","W"
"44503","20021007","M"
"44504","20021011","W"
"44505","20021010","M"
"44506","20021005","W"
"44507","20021002","W"
"44508","20021010","W"
"44509","20021008","W"
"44510","20021008","W"
"44511","20021008","W"
"44512","20021009","W"
"44513","20021015","M"
"44514","20021007","W"
"44515","20021003","W"
"44516","20021004","W"
"44517","20021003","W"
"44518","20021015","M"
"44519","20021013","M"
"44520","20021007","W"
"44521","20021010","M"
"44522","20021007","W"
"44523","20021012","W"
"44524","20021016","W"
"44525","20021004","M"
"44526","20021016","W"
"44527","20021011","W"
"44528","20021005","W"
"44529","20021006","M"
"44530","20021016","W"
"44531","20021015","M"
"44532","20021011","W"
"44533","20021014","W"
"44534","20021010","M"
"44535","20021007","M"
"44536","20021006","M"
"44537","20021017","M"
"44538","20021008","M"
"44539","20021007","W"
"44540","20021010","M"
"44541","20021011","M"
"44542","20021006","M"
"44543","20021009","W"
"44544","20021015","M"
"44545","20021013","M"
"44546","20021015","M"
"44547","20021011","M"
"44548","20021005","M"
"44549","20021011","W"
"44550","20021007","M"
"44551","20021005","W"
"44552","20021015","W"
"44553","20021011","M"
"44554","20021013","W"
"44555","20021009","W"
"44556","20021005","M"
"44557","20021006","W"
"44558","20021012","M"
"44559","20021007","M"
"44560","20021011","M"
"44561","20021011","W"
"44562","20021018","W"
"44563","20021008","M"
"44564","20021012","W"
"44565","20021009","M"
"44566","20021015","M"
"44567","20021014","W"
"44568","20021010","W"
"44569","20021010","W"
"44570","20021013","M"
"44571","20021014","W"
"44572","20021012","W"
"44573","20021007","M"
"44574","20021012","M"
"44575","20021014","M"
"44576","20021018","M"
"44577","20021013","M"
"44578","20021007","M"
"44579","20021015","W"
"44580","20021008","W"
"44581","20021018","M"
"44582","20021018","M"
"44583","20021013","W"
"44584","20021009","M"
"44585","20021017","M"
"44586","20021009","M"
"44587","20021014","W"
"44588","20021014","W"
"44589","20021016","W"
"44590","20021013","M"
"44591","20021014","M"
"44592","20021008","M"
"44593","20021020","M"
"44594","20021019","W"
"44595","20021019","W"
"44596","20021010","W"
"44597","20021008","M"
"44598","20021015","W"
"44599","20021014","M"
"44600","20021020","M"
"44601","20021013","W"
"44602","20021013","W"
"44603","20021016","W"
"44604","20021013","M"
"44605","20021018","W"
"44606","20021014","M"
"44607","20021011","M"
"44608","20021015","W"
"44609","20021011","W"
"44610","20021020","M"
"44611","20021020","M"
"44612","20021018","M"
"44613","20021016","M"
"44614","20021017","M"
"44615","20021013","M"
"44616","20021014","W"
"44617","20021011","M"
"44618","20021019","W"
"44619","20021020","W"
"44620","20021021","M"
"44621","20021018","M"
"44622","20021016","M"
"44623","20021019","M"
"44624","20021019","W"
"44625","20021017","W"
"44626","20021021","W"
"44627","20021020","W"
"44628","20021011","W"
"44629","20021019","W"
"44630","20021021","M"
"44631","20021012","W"
"44632","20021023","M"
"44633","20021015","M"
"44634","20021021","W"
"44635","20021016","M"
"44636","20021017","W"
"44637","20021014","W"
"44638","20021014","W"
"44639","20021016","W"
"44640","20021018","M"
"44641","20021012","W"
"44642","20021018","W"
"44643","20021015","W"
"44644","20021018","M"
"44645","20021019","W"
"44646","20021017","M"
"44647","20021017","W"
"44648","20021017","M"
"44649","20021023","M"
"44650","20021021","W"
"44651","20021013","W"
"44652","20021017","M"
"44653","20021019","M"
"44654","20021015","W"
"44655","20021015","W"
"44656","20021020","M"
"44657","20021016","W"
"44658","20021020","W"
"44659","20021026","W"
"44660","20021023","W"
"44661","20021016","W"
"44662","20021021","W"
"44663","20021020","W"
"44664","20021026","M"
"44665","20021020","W"
"44666","20021023","M"
"44667","20021020","M"
"44668","20021021","W"
"44669","20021025","W"
"44670","20021021","M"
"44671","20021024","W"
"44672","20021019","M"
"44673","20021024","M"
"44674","20021027","W"
"44675","20021026","M"
"44676","20021018","W"
"44677","20021017","M"
"44678","20021024","M"
"44679","20021019","M"
"44680","20021022","W"
"44681","20021019","W"
"44682","20021022","M"
"44683","20021022","M"
"44684","20021022","M"
"44685","20021024","W"
"44686","20021020","W"
"44687","20021017","W"
"44688","20021022","M"
"44689","20021021","W"
"44690","20021019","W"
"44691","20021027","M"
"44692","20021024","W"
"44693","20021027","W"
"44694","20021022","W"
"44695","20021016","W"
"44696","20021020","W"
"44697","20021017","M"
"44698","20021027","W"
"44699","20021021","W"
"44700","20021019","W"
"44701","20021018","M"
"44702","20021021","W"
"44703","20021021","W"
"44704","20021022","M"
"44705","20021026","W"
"44706","20021029","M"
"44707","20021022","W"
"44708","20021024","M"
"44709","20021028","M"
"44710","20021028","W"
"44711","20021018","W"
"44712","20021020","W"
"44713","20021027","M"
"44714","20021030","W"
"44715","20021025","W"
"44716","20021025","W"
"44717","20021026","M"
"44718","20021030","M"
"44719","20021020","M"
"44720","20021019","M"
"44721","20021028","M"
"44722","20021025","M"
"44723","20021021","W"
"44724","20021024","W"
"44725","20021022","M"
"44726","20021025","M"
"44727","20021031","M"
"44728","20021022","M"
"44729","20021026","M"
"44730","20021029","M"
"44731","20021030","M"
"44732","20021030","W"
"44733","20021020","M"
"44734","20021029","M"
"44735","20021024","M"
"44736","20021024","M"
"44737","20021028","M"
"44738","20021023","W"
"44739","20021101","W"
"44740","20021028","W"
"44741","20021027","M"
"44742","20021021","M"
"44743","20021028","W"
"44744","20021024","W"
"44745","20021027","W"
"44746","20021022","M"
"44747","20021102","M"
"44748","20021102","M"
"44749","20021103","M"
"44750","20021022","W"
"44751","20021031","W"
"44752","20021028","W"
"44753","20021030","M"
"44754","20021101","M"
"44755","20021023","M"
"44756","20021023","M"
"44757","20021024","W"
"44758","20021026","W"
"44759","20021026","W"
"44760","20021103","W"
"44761","20021024","W"
"44762","20021031","W"
"44763","20021027","M"
"44764","20021024","W"
"44765","20021104","W"
"44766","20021104","W"
"44767","20021102","W"
"44768","20021101","W"
"44769","20021031","W"
"44770","20021101","M"
"44771","20021027","M"
"44772","20021102","W"
"44773","20021103","W"
"44774","20021104","W"
"44775","20021104","M"
"44776","20021105","W"
"44777","20021105","W"
"44778","20021105","M"
"44779","20021105","M"
"44780","20021028","W"
"44781","20021101","M"
"44782","20021106","W"
"44783","20021028","M"
"44784","20021104","M"
"44785","20021026","M"
"44786","20021029","M"
"44787","20021030","M"
"44788","20021028","W"
"44789","20021031","M"
"44790","20021025","W"
"44791","20021031","W"
"44792","20021101","W"
"44793","20021028","W"
"44794","20021031","W"
"44795","20021026","M"
"44796","20021101","W"
"44797","20021104","W"
"44798","20021107","M"
"44799","20021028","M"
"44800","20021101","W"
"44801","20021105","W"
"44802","20021103","M"
"44803","20021107","W"
"44804","20021102","W"
"44805","20021102","W"
"44806","20021107","W"
"44807","20021105","W"
"44808","20021027","M"
"44809","20021108","M"
"44810","20021105","W"
"44811","20021029","W"
"44812","20021029","W"
"44813","20021104","M"
"44814","20021102","W"
"44815","20021107","M"
"44816","20021103","W"
"44817","20021030","M"
"44818","20021107","W"
"44819","20021101","M"
"44820","20021031","W"
"44821","20021104","W"
"44822","20021031","M"
"44823","20021030","W"
"44824","20021029","M"
"44825","20021029","M"
"44826","20021031","M"
"44827","20021030","M"
"44828","20021102","M"
"44829","20021107","W"
"44830","20021107","M"
"44831","20021030","W"
"44832","20021030","M"
"44833","20021101","M"
"44834","20021031","W"
"44835","20021105","M"
"44836","20021111","W"
"44837","20021108","W"
"44838","20021031","W"
"44839","20021105","M"
"44840","20021105","W"
"44841","20021031","W"
"44842","20021112","M"
"44843","20021103","W"
"44844","20021106","M"
"44845","20021106","M"
"44846","20021104","M"
"44847","20021108","M"
"44848","20021103","W"
"44849","20021105","M"
"44850","20021102","W"
"44851","20021103","M"
"44852","20021104","M"
"44853","20021111","W"
"44854","20021103","W"
"44855","20021110","W"
"44856","20021103","W"
"44857","20021110","W"
"44858","20021109","W"
"44859","20021108","W"
"44860","20021109","W"
"44861","20021102","W"
"44862","20021111","W"
"44863","20021113","W"
"44864","20021107","M"
"44865","20021108","M"
"44866","20021106","M"
"44867","20021105","W"
"44868","20021103","M"
"44869","20021105","W"
"44870","20021108","W"
"44871","20021108","W"
"44872","20021105","M"
"44873","20021105","M"
"44874","20021107","M"
"44875","20021108","W"
"44876","20021103","M"
"44877","20021108","W"
"44878","20021111","W"
"44879","20021110","W"
"44880","20021111","W"
"44881","20021104","M"
"44882","20021103","W"
"44883","20021109","W"
"44884","20021109","W"
"44885","20021109","M"
"44886","20021106","W"
"44887","20021109","W"
"44888","20021111","M"
"44889","20021111","W"
"44890","20021106","M"
"44891","20021105","M"
"44892","20021111","W"
"44893","20021112","M"
"44894","20021104","M"
"44895","20021105","W"
"44896","20021113","W"
"44897","20021110","M"
"44898","20021110","M"
"44899","20021104","W"
"44900","20021111","M"
"44901","20021113","W"
"44902","20021105","W"
"44903","20021114","M"
"44904","20021109","M"
"44905","20021108","W"
"44906","20021116","W"
"44907","20021111","W"
"44908","20021106","W"
"44909","20021111","W"
"44910","20021111","M"
"44911","20021106","M"
"44912","20021107","M"
"44913","20021115","M"
"44914","20021113","M"
"44915","20021113","M"
"44916","20021107","W"
"44917","20021107","W"
"44918","20021110","W"
"44919","20021112","M"
"44920","20021109","M"
"44921","20021117","M"
"44922","20021113","W"
"44923","20021107","W"
"44924","20021114","M"
"44925","20021119","W"
"44926","20021112","W"
"44927","20021110","M"
"44928","20021114","M"
"44929","20021114","W"
"44930","20021113","M"
"44931","20021113","M"
"44932","20021111","W"
"44933","20021112","W"
"44934","20021120","W"
"44935","20021120","M"
"44936","20021111","W"
"44937","20021115","W"
"44938","20021116","M"
"44939","20021120","W"
"44940","20021113","W"
"44941","20021110","W"
"44942","20021114","W"
"44943","20021113","W"
"44944","20021118","W"
"44945","20021117","W"
"44946","20021112","M"
"44947","20021116","W"
"44948","20021117","W"
"44949","20021121","M"
"44950","20021117","M"
"44951","20021110","W"
"44952","20021116","M"
"44953","20021118","M"
"44954","20021116","W"
"44955","20021116","M"
"44956","20021119","W"
"44957","20021116","W"
"44958","20021114","W"
"44959","20021121","M"
"44960","20021111","M"
"44961","20021116","M"
"44962","20021116","W"
"44963","20021122","W"
"44964","20021111","W"
"44965","20021121","M"
"44966","20021116","W"
"44967","20021116","M"
"44968","20021114","W"
"44969","20021122","W"
"44970","20021123","W"
"44971","20021116","M"
"44972","20021113","W"
"44973","20021114","M"
"44974","20021120","M"
"44975","20021123","M"
"44976","20021119","M"
"44977","20021119","W"
"44978","20021119","W"
"44979","20021123","W"
"44980","20021114","M"
"44981","20021116","M"
"44982","20021120","W"
"44983","20021123","M"
"44984","20021114","M"
"44985","20021120","W"
"44986","20021121","M"
"44987","20021125","W"
"44988","20021120","M"
"44989","20021119","W"
"44990","20021125","M"
"44991","20021116","M"
"44992","20021118","M"
"44993","20021122","W"
"44994","20021123","W"
"44995","20021125","W"
"44996","20021125","W"
"44997","20021122","W"
"44998","20021123","W"
"44999","20021115","M"
"45000","20021121","M"
"45001","20021122","M"
"45002","20021115","M"
"45003","20021125","M"
"45004","20021116","M"
"45005","20021123","W"
"45006","20021121","M"
"45007","20021123","W"
"45008","20021122","M"
"45009","20021118","W"
"45010","20021124","M"
"45011","20021122","W"
"45012","20021125","W"
"45013","20021126","W"
"45014","20021117","W"
"45015","20021120","M"
"45016","20021123","M"
"45017","20021124","M"
"45018","20021127","W"
"45019","20021123","W"
"45020","20021127","M"
"45021","20021123","W"
"45022","20021124","M"
"45023","20021128","W"
"45024","20021119","W"
"45025","20021123","W"
"45026","20021120","M"
"45027","20021127","M"
"45028","20021118","M"
"45029","20021130","M"
"45030","20021124","W"
"45031","20021125","W"
"45032","20021122","W"
"45033","20021120","M"
"45034","20021121","W"
"45035","20021124","W"
"45036","20021125","M"
"45037","20021118","M"
"45038","20021122","W"
"45039","20021127","M"
"45040","20021123","M"
"45041","20021125","M"
"45042","20021201","W"
"45043","20021129","M"
"45044","20021122","W"
"45045","20021125","W"
"45046","20021119","M"
"45047","20021202","W"
"45048","20021122","M"
"45049","20021128","M"
"45050","20021127","W"
"45051","20021126","W"
"45052","20021127","W"
"45053","20021124","M"
"45054","20021127","W"
"45055","20021203","W"
"45056","20021122","M"
"45057","20021130","M"
"45058","20021124","W"
"45059","20021123","W"
"45060","20021127","M"
"45061","20021201","W"
"45062","20021125","M"
"45063","20021128","W"
"45064","20021122","M"
"45065","20021123","M"
"45066","20021130","W"
"45067","20021202","M"
"45068","20021127","W"
"45069","20021126","W"
"45070","20021128","W"
"45071","20021122","M"
"45072","20021123","M"
"45073","20021123","M"
"45074","20021126","W"
"45075","20021201","M"
"45076","20021203","W"
"45077","20021204","M"
"45078","20021123","M"
"45079","20021205","W"
"45080","20021123","W"
"45081","20021123","W"
"45082","20021205","W"
"45083","20021205","W"
"45084","20021201","W"
"45085","20021203","M"
"45086","20021130","W"
"45087","20021127","W"
"45088","20021205","W"
"45089","20021129","W"
"45090","20021204","W"
"45091","20021126","M"
"45092","20021206","W"
"45093","20021129","W"
"45094","20021201","M"
"45095","20021207","M"
"45096","20021208","W"
"45097","20021208","M"
"45098","20021129","W"
"45099","20021201","M"
"45100","20021202","M"
"45101","20021206","W"
"45102","20021203","W"
"45103","20021202","W"
"45104","20021128","M"
"45105","20021130","W"
"45106","20021130","M"
"45107","20021127","M"
"45108","20021127","W"
"45109","20021206","W"
"45110","20021201","M"
"45111","20021129","W"
"45112","20021203","M"
"45113","20021202","W"
"45114","20021204","W"
"45115","20021128","W"
"45116","20021205","M"
"45117","20021202","W"
"45118","20021203","W"
"45119","20021210","M"
"45120","20021210","M"
"45121","20021206","M"
"45122","20021208","W"
"45123","20021204","W"
"45124","20021207","W"
"45125","20021203","M"
"45126","20021203","M"
"45127","20021204","M"
"45128","20021211","W"
"45129","20021210","M"
"45130","20021203","W"
"45131","20021206","M"
"45132","20021205","W"
"45133","20021203","W"
"45134","20021205","W"
"45135","20021205","W"
"45136","20021205","W"
"45137","20021130","W"
"45138","20021210","W"
"45139","20021202","W"
"45140","20021202","W"
"45141","20021201","W"
"45142","20021206","W"
"45143","20021204","W"
"45144","20021207","M"
"45145","20021211","M"
"45146","20021208","M"
"45147","20021205","M"
"45148","20021211","W"
"45149","20021208","M"
"45150","20021205","W"
"45151","20021207","W"
"45152","20021211","W"
"45153","20021202","M"
"45154","20021208","W"
"45155","20021211","W"
"45156","20021204","W"
"45157","20021204","W"
"45158","20021205","M"
"45159","20021214","M"
"45160","20021202","W"
"45161","20021204","W"
"45162","20021214","M"
"45163","20021211","W"
"45164","20021204","W"
"45165","20021213","W"
"45166","20021211","M"
"45167","20021212","W"
"45168","20021212","M"
"45169","20021208","W"
"45170","20021216","W"
"45171","20021207","W"
"45172","20021211","W"
"45173","20021215","W"
"45174","20021213","M"
"45175","20021213","W"
"45176","20021213","W"
"45177","20021215","M"
"45178","20021213","W"
"45179","20021212","W"
"45180","20021206","W"
"45181","20021207","W"
"45182","20021210","W"
"45183","20021206","W"
"45184","20021206","M"
"45185","20021216","W"
"45186","20021214","W"
"45187","20021211","W"
"45188","20021212","M"
"45189","20021206","W"
"45190","20021209","M"
"45191","20021205","M"
"45192","20021206","W"
"45193","20021214","M"
"45194","20021214","M"
"45195","20021211","W"
"45196","20021207","W"
"45197","20021215","M"
"45198","20021207","W"
"45199","20021210","W"
"45200","20021210","M"
"45201","20021216","W"
"45202","20021218","W"
"45203","20021215","M"
"45204","20021216","M"
"45205","20021218","W"
"45206","20021218","M"
"45207","20021207","M"
"45208","20021213","W"
"45209","20021208","W"
"45210","20021210","M"
"45211","20021213","M"
"45212","20021211","W"
"45213","20021212","M"
"45214","20021214","W"
"45215","20021211","W"
"45216","20021219","W"
"45217","20021213","W"
"45218","20021209","W"
"45219","20021209","M"
"45220","20021209","M"
"45221","20021214","W"
"45222","20021218","M"
"45223","20021214","W"
"45224","20021213","W"
"45225","20021216","W"
"45226","20021220","M"
"45227","20021210","W"
"45228","20021212","M"
"45229","20021222","W"
"45230","20021221","W"
"45231","20021212","M"
"45232","20021220","M"
"45233","20021212","W"
"45234","20021211","W"
"45235","20021218","W"
"45236","20021220","M"
"45237","20021219","M"
"45238","20021215","M"
"45239","20021217","W"
"45240","20021211","W"
"45241","20021214","W"
"45242","20021218","W"
"45243","20021219","W"
"45244","20021215","W"
"45245","20021222","W"
"45246","20021216","M"
"45247","20021213","M"
"45248","20021224","W"
"45249","20021217","M"
"45250","20021219","W"
"45251","20021213","W"
"45252","20021225","M"
"45253","20021223","W"
"45254","20021218","M"
"45255","20021217","M"
"45256","20021225","M"
"45257","20021213","M"
"45258","20021217","W"
"45259","20021223","W"
"45260","20021219","W"
"45261","20021219","M"
"45262","20021219","W"
"45263","20021216","W"
"45264","20021216","W"
"45265","20021215","M"
"45266","20021216","W"
"45267","20021221","M"
"45268","20021226","W"
"45269","20021218","W"
"45270","20021220","W"
"45271","20021217","W"
"45272","20021224","M"
"45273","20021225","M"
"45274","20021218","W"
"45275","20021224","W"
"45276","20021218","M"
"45277","20021220","W"
"45278","20021219","M"
"45279","20021218","W"
"45280","20021221","M"
"45281","20021223","W"
"45282","20021216","W"
"45283","20021226","M"
"45284","20021226","M"
"45285","20021216","W"
"45286","20021218","W"
"45287","20021222","W"
"45288","20021221","M"
"45289","20021222","W"
"45290","20021222","M"
"45291","20021225","M"
"45292","20021229","W"
"45293","20021224","W"
"45294","20021229","M"
"45295","20021227","W"
"45296","20021226","M"
"45297","20021219","W"
"45298","20021224","W"
"45299","20021219","W"
"45300","20021226","W"
"45301","20021228","M"
"45302","20021228","W"
"45303","20021230","M"
"45304","20021219","M"
"45305","20021218","W"
"45306","20021228","W"
"45307","20021218","M"
"45308","20021222","W"
"45309","20021227","W"
"45310","20021225","W"
"45311","20021223","M"
"45312","20021220","W"
"45313","20021225","M"
"45314","20021226","W"
"45315","20021224","W"
"45316","20021220","M"
"45317","20021224","W"
"45318","20021221","M"
"45319","20021222","M"
"45320","20021228","M"
"45321","20021222","W"
"45322","20021231","W"
"45323","20021220","W"
"45324","20021226","W"
"45325","20021229","M"
"45326","20030102","W"
"45327","20021230","M"
"45328","20021230","M"
"45329","20021230","M"
"45330","20021223","M"
"45331","20021231","W"
"45332","20021229","W"
"45333","20021223","M"
"45334","20030101","M"
"45335","20021223","M"
"45336","20021228","W"
"45337","20021230","M"
"45338","20021225","W"
"45339","20021227","W"
"45340","20021226","M"
"45341","20021224","W"
"45342","20021227","W"
"45343","20030103","M"
"45344","20021223","M"
"45345","20021227","M"
"45346","20021228","M"
"45347","20021226","W"
"45348","20030101","M"
"45349","20021229","M"
"45350","20021228","M"
"45351","20021229","M"
"45352","20021228","M"
"45353","20021225","M"
"45354","20030104","W"
"45355","20021229","M"
"45356","20030103","W"
"45357","20021226","W"
"45358","20030103","W"
"45359","20021229","W"
"45360","20030101","W"
"45361","20021230","M"
"45362","20030103","M"
"45363","20030105","W"
"45364","20030105","W"
"45365","20021229","M"
"45366","20030102","M"
"45367","20030101","M"
"45368","20030102","W"
"45369","20021231","W"
"45370","20030103","W"
"45371","20030105","W"
"45372","20030106","M"
"45373","20030106","M"
"45374","20030106","W"
"45375","20021229","W"
"45376","20030105","M"
"45377","20030103","W"
"45378","20030102","W"
"45379","20030104","M"
"45380","20030103","M"
"45381","20030102","M"
"45382","20030101","W"
"45383","20030107","W"
"45384","20030107","M"
"45385","20030101","M"
"45386","20021227","M"
"45387","20030105","M"
"45388","20021227","W"
"45389","20030106","W"
"45390","20030104","W"
"45391","20021228","M"
"45392","20021228","M"
"45393","20021229","M"
"45394","20030101","W"
"45395","20030101","M"
"45396","20030106","M"
"45397","20030106","M"
"45398","20030104","W"
"45399","20021230","M"
"45400","20030103","M"
"45401","20030103","M"
"45402","20030105","W"
"45403","20030108","W"
"45404","20030110","W"
"45405","20030104","W"
"45406","20030103","M"
"45407","20021229","W"
"45408","20030106","W"
"45409","20030107","M"
"45410","20030110","W"
"45411","20030105","W"
"45412","20030109","W"
"45413","20030105","M"
"45414","20021231","M"
"45415","20030105","M"
"45416","20021231","M"
"45417","20030105","W"
"45418","20030103","M"
"45419","20030103","M"
"45420","20030101","M"
"45421","20030109","W"
"45422","20030105","W"
"45423","20030111","W"
"45424","20030110","W"
"45425","20030102","M"
"45426","20021231","M"
"45427","20030112","M"
"45428","20030104","W"
"45429","20030107","M"
"45430","20030110","W"
"45431","20030105","M"
"45432","20030113","M"
"45433","20030101","M"
"45434","20030113","W"
"45435","20030113","M"
"45436","20030108","M"
"45437","20030113","W"
"45438","20030111","M"
"45439","20030108","M"
"45440","20030112","W"
"45441","20030108","M"
"45442","20030106","W"
"45443","20030113","M"
"45444","20030107","M"
"45445","20030103","W"
"45446","20030110","W"
"45447","20030110","W"
"45448","20030113","M"
"45449","20030111","M"
"45450","20030109","W"
"45451","20030111","W"
"45452","20030104","W"
"45453","20030103","M"
"45454","20030106","W"
"45455","20030116","W"
"45456","20030112","W"
"45457","20030115","W"
"45458","20030105","W"
"45459","20030110","M"
"45460","20030104","W"
"45461","20030107","W"
"45462","20030113","M"
"45463","20030110","W"
"45464","20030108","W"
"45465","20030110","M"
"45466","20030105","M"
"45467","20030113","M"
"45468","20030110","M"
"45469","20030114","W"
"45470","20030105","M"
"45471","20030106","W"
"45472","20030105","W"
"45473","20030107","W"
"45474","20030110","M"
"45475","20030106","M"
"45476","20030107","M"
"45477","20030109","W"
"45478","20030109","W"
"45479","20030112","M"
"45480","20030109","M"
"45481","20030111","M"
"45482","20030117","M"
"45483","20030109","W"
"45484","20030114","W"
"45485","20030114","W"
"45486","20030117","W"
"45487","20030110","W"
"45488","20030114","W"
"45489","20030108","W"
"45490","20030118","M"
"45491","20030113","M"
"45492","20030116","W"
"45493","20030110","W"
"45494","20030110","M"
"45495","20030114","M"
"45496","20030119","W"
"45497","20030118","W"
"45498","20030118","W"
"45499","20030118","M"
"45500","20030118","W"
"45501","20030117","M"
"45502","20030114","W"
"45503","20030113","W"
"45504","20030115","W"
"45505","20030111","W"
"45506","20030110","W"
"45507","20030111","W"
"45508","20030114","W"
"45509","20030120","W"
"45510","20030113","M"
"45511","20030111","W"
"45512","20030112","M"
"45513","20030118","M"
"45514","20030113","M"
"45515","20030118","M"
"45516","20030122","M"
"45517","20030118","W"
"45518","20030116","W"
"45519","20030112","M"
"45520","20030118","M"
"45521","20030116","W"
"45522","20030116","M"
"45523","20030115","W"
"45524","20030116","M"
"45525","20030123","M"
"45526","20030111","W"
"45527","20030121","M"
"45528","20030116","M"
"45529","20030117","W"
"45530","20030117","W"
"45531","20030123","W"
"45532","20030119","W"
"45533","20030116","M"
"45534","20030112","M"
"45535","20030115","M"
"45536","20030119","M"
"45537","20030122","M"
"45538","20030116","W"
"45539","20030116","M"
"45540","20030114","M"
"45541","20030119","M"
"45542","20030118","M"
"45543","20030122","M"
"45544","20030115","W"
"45545","20030119","M"
"45546","20030121","W"
"45547","20030121","W"
"45548","20030121","W"
"45549","20030124","W"
"45550","20030126","W"
"45551","20030123","M"
"45552","20030120","M"
"45553","20030117","W"
"45554","20030122","M"
"45555","20030126","M"
"45556","20030115","M"
"45557","20030122","M"
"45558","20030117","W"
"45559","20030121","W"
"45560","20030117","W"
"45561","20030117","W"
"45562","20030121","W"
"45563","20030120","M"
"45564","20030121","M"
"45565","20030127","W"
"45566","20030121","M"
"45567","20030122","M"
"45568","20030121","W"
"45569","20030120","W"
"45570","20030122","W"
"45571","20030124","M"
"45572","20030120","M"
"45573","20030118","M"
"45574","20030118","M"
"45575","20030117","W"
"45576","20030119","M"
"45577","20030119","W"
"45578","20030126","M"
"45579","20030126","M"
"45580","20030120","M"
"45581","20030124","W"
"45582","20030122","W"
"45583","20030121","W"
"45584","20030118","W"
"45585","20030122","W"
"45586","20030122","W"
"45587","20030125","M"
"45588","20030124","W"
"45589","20030120","W"
"45590","20030123","W"
"45591","20030124","W"
"45592","20030126","M"
"45593","20030126","W"
"45594","20030123","W"
"45595","20030120","M"
"45596","20030125","M"
"45597","20030126","W"
"45598","20030124","M"
"45599","20030125","M"
"45600","20030124","W"
"45601","20030126","W"
"45602","20030129","W"
"45603","20030131","M"
"45604","20030127","W"
"45605","20030131","W"
"45606","20030124","W"
